timestamp,merchant_category,amount (INR),transaction_status
2024-10-14,Entertainment,2396,FAILED
2022-04-15,Healthcare,22,SUCCESS
2023-04-02,Entertainment,510,SUCCESS
2025-12-30,Other,2702,SUCCESS
2025-09-26,Entertainment,786,SUCCESS
2025-05-06,Grocery,22,SUCCESS
2021-03-19,Fuel,1498,SUCCESS
2024-07-02,Entertainment,1543,SUCCESS
2025-01-27,Food,554,SUCCESS
2024-03-29,Other,3878,SUCCESS
2023-08-13,Utilities,1398,SUCCESS
2020-09-11,Other,1694,SUCCESS
2022-05-11,Fuel,84,SUCCESS
2024-02-23,Other,2558,SUCCESS
2024-03-27,Fuel,22,SUCCESS
2022-10-20,Grocery,2413,SUCCESS
2024-05-31,Food,1107,SUCCESS
2022-06-29,Other,3002,SUCCESS
2018-12-21,Fuel,2016,SUCCESS
2024-08-26,Fuel,3492,SUCCESS
2025-08-26,Utilities,22,SUCCESS
2025-07-13,Utilities,22,SUCCESS
2025-01-16,Other,2721,SUCCESS
2024-04-05,Healthcare,2295,SUCCESS
2019-05-21,Food,22,SUCCESS
2024-08-05,Grocery,3131,SUCCESS
2024-02-08,Food,1111,SUCCESS
2024-07-18,Food,1455,SUCCESS
2026-03-30,Food,22,SUCCESS
2024-01-30,Healthcare,22,SUCCESS
2022-07-13,Shopping,22,SUCCESS
2024-01-04,Food,1727,SUCCESS
2025-01-12,Shopping,2469,SUCCESS
2026-03-11,Grocery,22,SUCCESS
2025-02-11,Grocery,2027,SUCCESS
2025-05-29,Education,2539,SUCCESS
2024-10-19,Other,22,SUCCESS
2023-07-06,Fuel,875,SUCCESS
2023-04-17,Other,22,SUCCESS
2022-09-26,Utilities,1312,SUCCESS
2021-10-17,Food,1598,SUCCESS
2025-01-14,Healthcare,611,SUCCESS
2025-03-17,Fuel,3127,SUCCESS
2019-12-21,Food,22,SUCCESS
2024-12-06,Grocery,1734,SUCCESS
2019-11-09,Grocery,22,SUCCESS
2023-06-12,Shopping,5939,SUCCESS
2022-10-25,Other,1863,SUCCESS
2020-09-04,Utilities,884,SUCCESS
2024-07-16,Entertainment,2655,SUCCESS
2024-03-20,Fuel,3055,SUCCESS
2018-10-13,Shopping,2502,SUCCESS
2023-12-24,Other,22,SUCCESS
2024-08-12,Food,1269,FAILED
2022-11-04,Grocery,3018,SUCCESS
2025-03-27,Shopping,22,SUCCESS
2025-11-15,Transport,1608,SUCCESS
2019-10-03,Fuel,462,SUCCESS
2026-01-23,Other,22,SUCCESS
2025-05-18,Food,22,SUCCESS
2019-01-20,Education,5787,SUCCESS
2022-09-15,Other,4534,SUCCESS
2024-06-12,Entertainment,109,SUCCESS
2026-05-04,Utilities,3206,SUCCESS
2021-01-20,Other,1634,SUCCESS
2021-10-27,Food,1822,SUCCESS
2024-03-08,Food,331,SUCCESS
2022-07-01,Fuel,3119,SUCCESS
2021-05-13,Healthcare,22,SUCCESS
2025-08-14,Shopping,290,SUCCESS
2021-10-19,Grocery,22,SUCCESS
2025-08-23,Entertainment,22,SUCCESS
2020-04-08,Shopping,22,SUCCESS
2025-08-24,Grocery,6844,SUCCESS
2024-10-03,Shopping,1094,SUCCESS
2019-01-15,Fuel,22,SUCCESS
2026-03-14,Healthcare,1729,FAILED
2020-05-05,Transport,1725,SUCCESS
2024-01-04,Utilities,597,SUCCESS
2026-04-12,Other,1176,SUCCESS
2023-01-21,Other,2187,SUCCESS
2020-12-18,Food,22,SUCCESS
2026-01-30,Food,22,SUCCESS
2024-06-11,Food,3810,SUCCESS
2024-07-26,Food,22,SUCCESS
2025-06-08,Utilities,2224,SUCCESS
2024-08-18,Grocery,352,SUCCESS
2024-08-14,Entertainment,109,SUCCESS
2023-05-27,Grocery,393,SUCCESS
2021-09-24,Grocery,1979,SUCCESS
2023-12-15,Education,1728,SUCCESS
2022-01-25,Fuel,3456,FAILED
2023-07-19,Shopping,1218,SUCCESS
2023-04-21,Fuel,4254,SUCCESS
2021-01-08,Education,4730,FAILED
2024-10-21,Other,1274,SUCCESS
2023-06-18,Grocery,22,SUCCESS
2022-07-26,Healthcare,22,SUCCESS
2024-11-30,Grocery,1096,SUCCESS
2020-08-28,Other,22,SUCCESS
2021-12-20,Shopping,3886,SUCCESS
2026-02-04,Fuel,22,SUCCESS
2026-02-16,Entertainment,5923,SUCCESS
2022-01-03,Entertainment,804,SUCCESS
2025-07-05,Entertainment,22,FAILED
2025-09-13,Fuel,3178,SUCCESS
2023-12-09,Food,3003,SUCCESS
2024-07-21,Other,2675,SUCCESS
2023-03-16,Grocery,22,SUCCESS
2022-06-21,Utilities,296,SUCCESS
2026-04-01,Utilities,1079,SUCCESS
2021-11-23,Other,2555,SUCCESS
2019-04-28,Food,3263,SUCCESS
2020-02-12,Grocery,2121,SUCCESS
2023-03-04,Healthcare,1226,SUCCESS
2024-05-19,Food,4710,FAILED
2022-06-30,Utilities,22,SUCCESS
2024-10-08,Food,242,SUCCESS
2024-03-08,Grocery,952,SUCCESS
2023-06-05,Utilities,195,SUCCESS
2019-04-25,Food,22,SUCCESS
2021-06-24,Shopping,22,SUCCESS
2026-02-22,Food,1154,SUCCESS
2023-07-12,Other,22,SUCCESS
2024-10-10,Fuel,4653,SUCCESS
2022-04-18,Fuel,353,SUCCESS
2022-10-07,Entertainment,880,SUCCESS
2025-07-17,Education,1727,SUCCESS
2024-04-08,Grocery,1279,SUCCESS
2024-02-23,Shopping,938,SUCCESS
2019-08-21,Food,818,SUCCESS
2020-12-31,Other,22,SUCCESS
2018-02-25,Grocery,3126,SUCCESS
2025-09-10,Grocery,22,SUCCESS
2020-04-10,Other,34,SUCCESS
2024-10-14,Education,803,SUCCESS
2022-10-31,Food,22,SUCCESS
2026-02-19,Shopping,22,SUCCESS
2024-08-11,Fuel,2564,SUCCESS
2025-02-27,Grocery,22,SUCCESS
2024-09-07,Other,22,SUCCESS
2022-05-10,Food,1902,SUCCESS
2019-11-15,Other,164,SUCCESS
2026-02-02,Other,2629,SUCCESS
2018-06-27,Healthcare,22,SUCCESS
2024-09-18,Food,3067,SUCCESS
2024-05-28,Other,22,SUCCESS
2024-06-01,Healthcare,4064,SUCCESS
2026-05-01,Food,190,SUCCESS
2022-03-28,Entertainment,1547,SUCCESS
2025-02-26,Grocery,22,SUCCESS
2022-02-12,Shopping,22,SUCCESS
2026-04-22,Entertainment,22,SUCCESS
2024-08-10,Other,34,SUCCESS
2024-03-04,Shopping,2760,SUCCESS
2022-11-21,Grocery,849,SUCCESS
2018-04-18,Utilities,22,SUCCESS
2024-06-09,Shopping,3341,SUCCESS
2024-11-23,Shopping,117,SUCCESS
2026-03-04,Food,1932,SUCCESS
2021-07-31,Other,3287,SUCCESS
2022-06-23,Education,22,SUCCESS
2022-07-24,Other,834,SUCCESS
2019-10-18,Transport,22,SUCCESS
2025-07-04,Other,1048,SUCCESS
2025-06-20,Food,1533,SUCCESS
2023-02-06,Grocery,22,SUCCESS
2023-11-02,Shopping,22,SUCCESS
2023-05-22,Grocery,1027,SUCCESS
2023-12-10,Transport,578,SUCCESS
2025-08-21,Other,1246,SUCCESS
2024-07-12,Entertainment,975,SUCCESS
2022-06-04,Utilities,2813,SUCCESS
2025-06-01,Fuel,2380,SUCCESS
2025-05-28,Grocery,628,SUCCESS
2025-04-26,Grocery,334,SUCCESS
2026-03-20,Food,4754,FAILED
2018-10-31,Utilities,2738,SUCCESS
2020-09-10,Food,760,SUCCESS
2026-02-01,Other,1298,SUCCESS
2025-02-28,Grocery,1365,SUCCESS
2024-04-12,Food,22,SUCCESS
2021-04-03,Food,2251,SUCCESS
2022-12-15,Food,22,SUCCESS
2022-11-05,Healthcare,22,SUCCESS
2026-02-09,Grocery,1512,SUCCESS
2023-03-06,Grocery,22,SUCCESS
2023-12-15,Food,1817,SUCCESS
2026-02-03,Entertainment,1305,SUCCESS
2025-05-19,Grocery,1077,SUCCESS
2025-07-06,Education,3226,SUCCESS
2024-10-04,Utilities,22,SUCCESS
2022-07-03,Entertainment,2349,SUCCESS
2023-01-30,Utilities,22,SUCCESS
2025-01-10,Other,2694,FAILED
2025-08-13,Entertainment,22,SUCCESS
2025-12-17,Grocery,1391,SUCCESS
2025-07-15,Grocery,670,SUCCESS
2023-03-20,Shopping,4325,SUCCESS
2020-11-02,Other,22,SUCCESS
2022-12-28,Food,667,SUCCESS
2019-09-29,Transport,4067,SUCCESS
2024-12-07,Entertainment,2980,FAILED
2025-05-28,Healthcare,955,SUCCESS
2025-01-28,Healthcare,22,SUCCESS
2020-04-22,Grocery,163,SUCCESS
2026-02-20,Grocery,3940,SUCCESS
2024-12-12,Grocery,1997,SUCCESS
2019-12-04,Entertainment,2640,SUCCESS
2023-12-24,Grocery,2339,FAILED
2026-04-17,Food,3668,SUCCESS
2023-06-13,Utilities,1271,SUCCESS
2019-05-19,Food,724,SUCCESS
2024-01-26,Utilities,4071,SUCCESS
2021-12-23,Food,1383,SUCCESS
2021-09-15,Entertainment,208,SUCCESS
2021-09-29,Grocery,934,SUCCESS
2024-06-25,Education,815,SUCCESS
2024-11-16,Other,486,SUCCESS
2018-01-03,Grocery,22,SUCCESS
2022-06-05,Food,1808,SUCCESS
2021-02-23,Other,245,SUCCESS
2025-03-24,Food,1267,SUCCESS
2026-03-22,Healthcare,22,SUCCESS
2026-05-25,Shopping,1324,SUCCESS
2026-05-14,Shopping,3235,SUCCESS
2020-10-05,Food,1389,SUCCESS
2021-03-12,Other,2627,SUCCESS
2025-04-15,Other,1118,SUCCESS
2024-07-01,Food,4271,SUCCESS
2023-05-13,Other,1937,SUCCESS
2024-10-13,Healthcare,745,SUCCESS
2025-04-02,Other,4172,SUCCESS
2026-04-16,Fuel,427,SUCCESS
2022-10-01,Shopping,22,SUCCESS
2023-03-27,Food,1326,SUCCESS
2019-12-02,Grocery,22,SUCCESS
2026-03-13,Utilities,2968,SUCCESS
2025-06-19,Food,2814,SUCCESS
2025-12-22,Food,949,SUCCESS
2025-05-25,Other,22,SUCCESS
2024-04-13,Shopping,3513,SUCCESS
2025-03-06,Grocery,2238,SUCCESS
2024-05-07,Shopping,22,SUCCESS
2024-12-20,Education,787,SUCCESS
2021-01-17,Utilities,22,SUCCESS
2019-11-16,Utilities,1031,SUCCESS
2025-06-13,Food,2665,SUCCESS
2023-10-01,Shopping,551,SUCCESS
2025-09-12,Fuel,22,SUCCESS
2025-02-15,Other,2238,SUCCESS
2024-08-03,Shopping,1876,SUCCESS
2022-10-08,Other,867,SUCCESS
2018-11-09,Other,772,SUCCESS
2024-06-18,Food,2032,SUCCESS
2024-06-30,Healthcare,22,SUCCESS
2023-11-02,Utilities,4404,SUCCESS
2026-05-06,Transport,2244,SUCCESS
2025-04-17,Other,22,SUCCESS
2019-09-25,Shopping,2852,SUCCESS
2025-04-24,Grocery,3132,FAILED
2026-02-27,Utilities,2532,SUCCESS
2021-12-09,Grocery,3392,FAILED
2023-07-26,Grocery,1963,SUCCESS
2025-08-13,Grocery,22,SUCCESS
2020-05-19,Shopping,1796,SUCCESS
2025-03-05,Entertainment,1295,SUCCESS
2017-04-15,Food,1974,SUCCESS
2019-10-29,Entertainment,2234,SUCCESS
2025-02-20,Entertainment,885,SUCCESS
2022-12-01,Food,857,SUCCESS
2019-05-13,Food,3020,SUCCESS
2025-11-18,Shopping,503,SUCCESS
2025-12-10,Utilities,1190,SUCCESS
2017-04-29,Utilities,22,SUCCESS
2024-02-27,Other,66,SUCCESS
2023-10-08,Grocery,1534,SUCCESS
2021-11-26,Shopping,1525,SUCCESS
2024-06-02,Utilities,2829,SUCCESS
2020-11-01,Transport,664,FAILED
2025-10-28,Healthcare,1898,SUCCESS
2025-12-10,Grocery,22,SUCCESS
2025-10-05,Entertainment,100,SUCCESS
2025-10-31,Grocery,3292,SUCCESS
2026-05-30,Entertainment,221,FAILED
2024-09-14,Utilities,1236,SUCCESS
2025-09-13,Transport,38,SUCCESS
2025-05-14,Other,431,SUCCESS
2021-08-22,Other,1339,FAILED
2024-06-25,Food,1234,FAILED
2026-03-25,Shopping,22,SUCCESS
2022-08-16,Food,4295,SUCCESS
2023-09-23,Healthcare,964,SUCCESS
2021-07-22,Education,1690,SUCCESS
2022-07-14,Transport,22,FAILED
2025-07-27,Grocery,22,SUCCESS
2019-10-30,Other,4121,SUCCESS
2023-08-23,Other,1429,SUCCESS
2023-01-15,Food,1408,SUCCESS
2023-07-22,Transport,116,SUCCESS
2024-03-25,Fuel,22,SUCCESS
2021-10-22,Utilities,345,SUCCESS
2025-11-24,Shopping,1514,SUCCESS
2022-11-08,Other,2676,SUCCESS
2025-08-19,Shopping,2266,SUCCESS
2023-07-11,Other,22,SUCCESS
2025-11-28,Grocery,2416,SUCCESS
2023-11-11,Fuel,1271,SUCCESS
2026-04-26,Other,3303,FAILED
2025-07-22,Fuel,22,SUCCESS
2025-01-24,Healthcare,1761,SUCCESS
2022-11-15,Fuel,2418,SUCCESS
2023-06-22,Utilities,128,SUCCESS
2025-07-16,Healthcare,22,SUCCESS
2025-09-14,Food,22,SUCCESS
2025-04-07,Fuel,2229,SUCCESS
2026-05-10,Healthcare,22,SUCCESS
2024-04-16,Food,764,SUCCESS
2021-10-28,Grocery,934,SUCCESS
2026-05-24,Education,22,SUCCESS
2026-04-02,Grocery,2729,SUCCESS
2024-10-03,Other,1867,SUCCESS
2026-02-02,Food,3022,SUCCESS
2026-04-12,Grocery,375,SUCCESS
2024-11-16,Shopping,1641,FAILED
2022-01-20,Grocery,1640,SUCCESS
2024-08-09,Grocery,22,SUCCESS
2022-01-12,Food,1140,SUCCESS
2024-11-08,Food,1548,SUCCESS
2025-10-23,Other,310,SUCCESS
2025-02-16,Food,762,SUCCESS
2023-10-08,Transport,22,SUCCESS
2025-04-29,Transport,4137,SUCCESS
2023-07-05,Shopping,1109,SUCCESS
2025-09-18,Entertainment,1601,SUCCESS
2022-04-01,Other,22,FAILED
2018-11-28,Grocery,2932,SUCCESS
2022-01-14,Other,4250,SUCCESS
2026-04-25,Healthcare,22,SUCCESS
2026-04-18,Fuel,93,FAILED
2021-12-18,Utilities,3291,SUCCESS
2022-04-24,Utilities,2089,FAILED
2023-10-15,Other,1159,SUCCESS
2024-09-19,Healthcare,702,SUCCESS
2021-03-17,Other,1686,SUCCESS
2021-07-18,Fuel,22,FAILED
2023-08-26,Fuel,1173,SUCCESS
2023-08-21,Entertainment,4056,SUCCESS
2022-04-07,Other,6280,SUCCESS
2024-09-11,Shopping,3260,SUCCESS
2022-11-08,Grocery,22,SUCCESS
2021-01-25,Healthcare,22,SUCCESS
2022-10-16,Food,2508,SUCCESS
2023-07-01,Other,4205,SUCCESS
2024-02-06,Fuel,2284,SUCCESS
2023-04-06,Utilities,3305,SUCCESS
2024-04-28,Food,3883,SUCCESS
2021-05-06,Utilities,2276,SUCCESS
2025-09-04,Entertainment,2403,SUCCESS
2022-07-10,Food,22,FAILED
2023-11-24,Utilities,22,SUCCESS
2023-02-17,Shopping,1862,SUCCESS
2022-06-17,Grocery,3353,SUCCESS
2023-01-06,Other,22,SUCCESS
2025-10-09,Grocery,2758,SUCCESS
2016-11-24,Food,1811,SUCCESS
2025-12-28,Food,22,SUCCESS
2018-12-15,Shopping,970,SUCCESS
2026-04-15,Food,22,FAILED
2023-04-04,Grocery,1283,FAILED
2024-12-09,Healthcare,1638,SUCCESS
2021-07-09,Entertainment,22,SUCCESS
2020-06-04,Grocery,327,SUCCESS
2022-08-02,Utilities,22,SUCCESS
2025-02-10,Entertainment,22,SUCCESS
2020-10-31,Utilities,1781,FAILED
2024-04-22,Fuel,188,SUCCESS
2017-05-06,Food,56,SUCCESS
2024-03-22,Utilities,1576,SUCCESS
2025-08-31,Other,1515,SUCCESS
2025-06-15,Healthcare,22,SUCCESS
2024-06-08,Food,22,SUCCESS
2024-10-20,Fuel,268,FAILED
2024-04-15,Transport,748,SUCCESS
2021-04-01,Food,22,SUCCESS
2024-12-22,Entertainment,3002,SUCCESS
2020-06-18,Fuel,1225,SUCCESS
2023-12-11,Other,2760,SUCCESS
2022-01-24,Fuel,2462,SUCCESS
2026-05-23,Food,22,SUCCESS
2024-07-09,Education,22,SUCCESS
2026-03-06,Entertainment,3557,SUCCESS
2023-12-24,Fuel,22,SUCCESS
2025-07-05,Healthcare,22,SUCCESS
2020-08-11,Fuel,97,SUCCESS
2022-03-24,Entertainment,2380,SUCCESS
2023-02-07,Utilities,1216,SUCCESS
2026-03-07,Utilities,2403,SUCCESS
2024-02-19,Transport,3886,SUCCESS
2025-04-04,Shopping,22,FAILED
2023-10-02,Food,2063,SUCCESS
2022-02-11,Utilities,2251,SUCCESS
2026-03-23,Fuel,233,SUCCESS
2021-11-11,Food,22,SUCCESS
2024-08-22,Transport,22,SUCCESS
2025-10-09,Utilities,135,SUCCESS
2026-03-16,Entertainment,2566,SUCCESS
2021-10-31,Shopping,7087,SUCCESS
2024-12-27,Food,3046,SUCCESS
2022-12-23,Healthcare,258,FAILED
2020-08-10,Education,4710,SUCCESS
2025-10-03,Utilities,5818,SUCCESS
2024-09-19,Utilities,22,SUCCESS
2025-11-16,Grocery,116,SUCCESS
2024-09-03,Utilities,2410,SUCCESS
2021-02-10,Food,127,SUCCESS
2022-03-13,Utilities,22,SUCCESS
2024-09-01,Other,3620,SUCCESS
2022-09-26,Other,4657,SUCCESS
2026-05-13,Other,275,SUCCESS
2022-03-23,Grocery,728,SUCCESS
2019-01-17,Other,3108,SUCCESS
2025-03-28,Entertainment,1011,SUCCESS
2021-10-02,Utilities,1532,SUCCESS
2026-01-22,Other,22,SUCCESS
2024-11-21,Food,2476,SUCCESS
2024-03-11,Transport,22,SUCCESS
2022-01-21,Food,22,SUCCESS
2023-08-25,Education,1814,SUCCESS
2025-04-16,Utilities,665,SUCCESS
2025-11-24,Entertainment,22,SUCCESS
2024-10-07,Shopping,22,SUCCESS
2026-01-06,Utilities,4529,SUCCESS
2023-07-25,Entertainment,366,SUCCESS
2026-05-07,Food,1514,SUCCESS
2020-03-29,Shopping,711,SUCCESS
2023-05-08,Food,22,SUCCESS
2023-11-11,Entertainment,533,SUCCESS
2025-09-19,Shopping,22,SUCCESS
2025-06-02,Entertainment,509,SUCCESS
2026-01-23,Other,2509,SUCCESS
2017-01-15,Utilities,3508,SUCCESS
2024-10-01,Food,1411,SUCCESS
2018-04-06,Grocery,202,SUCCESS
2021-06-15,Fuel,3170,SUCCESS
2021-04-21,Other,22,FAILED
2021-10-11,Food,22,SUCCESS
2025-05-27,Healthcare,842,SUCCESS
2023-01-31,Utilities,4281,SUCCESS
2025-10-27,Fuel,22,SUCCESS
2025-07-29,Entertainment,22,FAILED
2023-02-27,Utilities,5830,SUCCESS
2021-03-27,Shopping,2938,SUCCESS
2018-08-04,Grocery,343,SUCCESS
2022-05-11,Transport,2622,SUCCESS
2024-09-04,Healthcare,1253,SUCCESS
2020-08-27,Food,995,SUCCESS
2024-06-06,Food,22,SUCCESS
2024-12-13,Shopping,530,SUCCESS
2024-08-08,Food,2211,SUCCESS
2022-09-17,Healthcare,1195,SUCCESS
2024-11-10,Food,22,SUCCESS
2025-12-01,Transport,22,SUCCESS
2019-09-26,Entertainment,22,SUCCESS
2019-03-20,Entertainment,2286,SUCCESS
2023-02-26,Other,1359,SUCCESS
2024-08-22,Shopping,1007,SUCCESS
2020-09-12,Grocery,22,SUCCESS
2024-09-15,Grocery,3385,SUCCESS
2024-09-23,Food,2324,SUCCESS
2026-01-03,Food,320,SUCCESS
2020-07-13,Healthcare,1639,SUCCESS
2021-07-27,Healthcare,599,SUCCESS
2024-01-30,Food,2764,SUCCESS
2019-02-01,Shopping,22,SUCCESS
2021-07-16,Other,22,SUCCESS
2023-11-06,Shopping,453,SUCCESS
2019-07-09,Utilities,1547,SUCCESS
2024-05-24,Grocery,1483,SUCCESS
2020-02-11,Utilities,4895,FAILED
2024-04-07,Transport,22,SUCCESS
2023-05-13,Other,522,SUCCESS
2021-12-31,Food,22,SUCCESS
2020-01-12,Other,1082,SUCCESS
2026-02-24,Utilities,2111,SUCCESS
2023-10-06,Shopping,765,SUCCESS
2024-04-04,Utilities,758,SUCCESS
2018-11-06,Shopping,22,SUCCESS
2023-10-27,Utilities,2853,SUCCESS
2023-08-31,Food,126,SUCCESS
2024-11-25,Food,22,SUCCESS
2022-04-07,Utilities,695,SUCCESS
2022-05-21,Utilities,241,SUCCESS
2024-03-06,Education,2950,SUCCESS
2024-06-26,Entertainment,3680,SUCCESS
2020-12-06,Fuel,1416,SUCCESS
2025-03-24,Education,762,FAILED
2023-02-06,Grocery,22,SUCCESS
2022-11-26,Entertainment,170,SUCCESS
2025-11-02,Utilities,1930,SUCCESS
2019-02-05,Entertainment,2683,SUCCESS
2022-11-08,Fuel,687,SUCCESS
2022-06-23,Food,668,SUCCESS
2023-04-06,Healthcare,2425,SUCCESS
2025-05-03,Other,3583,SUCCESS
2023-07-20,Shopping,22,SUCCESS
2021-07-07,Other,22,SUCCESS
2021-03-26,Shopping,3081,SUCCESS
2023-02-02,Other,137,SUCCESS
2022-06-13,Food,2555,SUCCESS
2025-10-25,Education,22,SUCCESS
2022-11-04,Shopping,1274,SUCCESS
2023-09-11,Utilities,3074,SUCCESS
2025-08-02,Other,2803,SUCCESS
2018-08-14,Grocery,2116,SUCCESS
2025-07-12,Fuel,22,FAILED
2025-01-30,Other,22,SUCCESS
2025-03-09,Entertainment,3845,SUCCESS
2025-04-04,Healthcare,1516,SUCCESS
2023-01-09,Entertainment,22,SUCCESS
2022-05-02,Fuel,3177,SUCCESS
2026-05-20,Grocery,406,SUCCESS
2025-12-05,Food,22,SUCCESS
2025-11-26,Shopping,1972,SUCCESS
2023-03-14,Utilities,928,SUCCESS
2024-08-14,Grocery,22,SUCCESS
2021-07-21,Utilities,2907,SUCCESS
2023-03-07,Entertainment,543,SUCCESS
2023-03-17,Other,1897,SUCCESS
2022-07-11,Food,223,SUCCESS
2025-07-25,Fuel,72,SUCCESS
2022-05-28,Transport,22,SUCCESS
2026-02-01,Healthcare,22,SUCCESS
2020-11-20,Food,22,SUCCESS
2023-11-05,Transport,1736,SUCCESS
2026-04-02,Other,22,SUCCESS
2023-11-10,Fuel,3783,FAILED
2025-09-07,Fuel,4386,FAILED
2023-01-18,Entertainment,1744,SUCCESS
2024-03-15,Entertainment,609,SUCCESS
2019-10-19,Food,559,SUCCESS
2025-06-10,Other,796,SUCCESS
2024-12-09,Shopping,1001,FAILED
2023-09-19,Entertainment,22,SUCCESS
2024-03-03,Entertainment,196,SUCCESS
2022-10-19,Shopping,22,SUCCESS
2024-10-03,Utilities,3551,SUCCESS
2025-09-09,Grocery,1679,FAILED
2023-07-31,Grocery,2239,SUCCESS
2022-09-02,Grocery,2347,SUCCESS
2024-05-24,Food,5644,SUCCESS
2020-08-25,Utilities,22,SUCCESS
2026-05-12,Entertainment,1591,SUCCESS
2026-02-13,Food,396,SUCCESS
2024-06-09,Grocery,2297,SUCCESS
2022-11-18,Grocery,3077,SUCCESS
2025-01-05,Grocery,5267,SUCCESS
2026-01-26,Shopping,2722,SUCCESS
2026-02-12,Fuel,22,SUCCESS
2026-03-04,Grocery,108,SUCCESS
2024-10-17,Shopping,22,SUCCESS
2025-08-04,Education,4362,SUCCESS
2025-08-11,Food,22,SUCCESS
2023-02-09,Food,3280,SUCCESS
2026-04-03,Grocery,22,SUCCESS
2022-05-21,Fuel,2225,SUCCESS
2025-12-17,Food,446,SUCCESS
2026-04-05,Utilities,3516,SUCCESS
2026-02-04,Entertainment,3163,SUCCESS
2020-12-20,Utilities,2530,SUCCESS
2021-01-04,Shopping,2279,SUCCESS
2021-12-22,Grocery,3430,SUCCESS
2025-08-05,Grocery,1115,SUCCESS
2019-12-28,Grocery,22,FAILED
2024-01-27,Food,545,SUCCESS
2020-01-03,Food,3696,SUCCESS
2026-05-13,Other,2589,SUCCESS
2026-01-16,Entertainment,865,SUCCESS
2019-02-25,Other,2474,SUCCESS
2022-09-02,Grocery,22,SUCCESS
2026-03-14,Food,22,SUCCESS
2024-10-30,Fuel,892,SUCCESS
2025-02-03,Food,4608,SUCCESS
2025-12-06,Fuel,4395,SUCCESS
2024-07-04,Healthcare,22,SUCCESS
2023-04-01,Grocery,5269,FAILED
2025-10-04,Education,959,SUCCESS
2023-01-01,Utilities,224,SUCCESS
2021-03-08,Other,664,SUCCESS
2025-06-19,Food,22,SUCCESS
2026-01-17,Other,3403,SUCCESS
2025-06-17,Healthcare,3310,SUCCESS
2025-01-28,Grocery,22,SUCCESS
2024-06-16,Food,1201,SUCCESS
2026-03-17,Shopping,5765,SUCCESS
2026-02-08,Food,1080,SUCCESS
2024-05-30,Utilities,4680,SUCCESS
2021-07-20,Grocery,22,SUCCESS
2022-11-06,Healthcare,3836,SUCCESS
2024-02-11,Food,22,SUCCESS
2023-07-01,Other,22,SUCCESS
2023-04-16,Healthcare,22,SUCCESS
2025-06-27,Entertainment,22,SUCCESS
2026-05-18,Food,1413,SUCCESS
2024-01-12,Healthcare,107,SUCCESS
2022-06-11,Food,22,SUCCESS
2025-09-08,Entertainment,2656,SUCCESS
2018-11-03,Shopping,1305,SUCCESS
2020-11-30,Utilities,2351,SUCCESS
2023-01-06,Grocery,3853,SUCCESS
2025-02-23,Entertainment,1527,SUCCESS
2020-03-18,Entertainment,22,SUCCESS
2025-01-07,Other,3300,SUCCESS
2021-06-18,Fuel,3251,SUCCESS
2023-04-09,Other,2768,SUCCESS
2023-01-17,Food,1754,SUCCESS
2023-04-10,Utilities,1098,SUCCESS
2024-03-08,Fuel,22,SUCCESS
2026-04-26,Fuel,22,SUCCESS
2024-11-08,Fuel,1924,SUCCESS
2025-03-10,Utilities,22,SUCCESS
2026-03-08,Food,2785,SUCCESS
2020-09-06,Food,660,SUCCESS
2026-03-15,Food,662,SUCCESS
2025-10-25,Shopping,315,SUCCESS
2021-01-16,Grocery,4452,SUCCESS
2024-11-02,Grocery,2560,SUCCESS
2026-02-12,Food,4626,SUCCESS
2020-01-13,Fuel,3523,SUCCESS
2024-03-14,Other,2397,SUCCESS
2023-03-28,Utilities,22,SUCCESS
2024-10-10,Food,562,SUCCESS
2025-04-26,Fuel,2234,SUCCESS
2025-08-18,Other,5033,SUCCESS
2022-03-01,Shopping,1296,SUCCESS
2024-03-17,Fuel,22,SUCCESS
2019-03-24,Food,22,SUCCESS
2025-12-15,Entertainment,22,SUCCESS
2024-02-27,Food,3606,SUCCESS
2023-11-30,Grocery,397,SUCCESS
2024-12-14,Transport,1729,SUCCESS
2024-10-06,Grocery,1210,SUCCESS
2023-05-09,Fuel,3387,SUCCESS
2022-05-02,Entertainment,3620,SUCCESS
2022-01-31,Grocery,1733,SUCCESS
2023-01-07,Grocery,1071,SUCCESS
2024-11-02,Shopping,22,SUCCESS
2024-05-24,Utilities,3224,SUCCESS
2024-08-25,Education,344,FAILED
2021-08-08,Utilities,22,SUCCESS
2018-02-10,Shopping,2807,SUCCESS
2024-10-31,Shopping,1629,SUCCESS
2021-04-30,Grocery,2018,SUCCESS
2025-01-06,Fuel,2963,SUCCESS
2019-10-22,Food,2653,SUCCESS
2024-09-12,Food,2124,SUCCESS
2025-05-05,Grocery,22,SUCCESS
2020-12-17,Other,1241,SUCCESS
2023-11-13,Grocery,4325,SUCCESS
2021-10-05,Fuel,335,SUCCESS
2023-07-11,Utilities,261,SUCCESS
2024-02-13,Shopping,1239,SUCCESS
2026-05-11,Fuel,1949,SUCCESS
2023-09-24,Grocery,2897,SUCCESS
2025-02-18,Other,22,SUCCESS
2023-11-19,Entertainment,934,SUCCESS
2025-11-13,Grocery,22,SUCCESS
2022-11-15,Transport,2167,SUCCESS
2025-09-10,Utilities,739,SUCCESS
2026-04-27,Fuel,665,SUCCESS
2021-10-12,Grocery,817,SUCCESS
