timestamp,merchant_category,amount (INR),transaction_status
2022-11-24,Grocery,1959,SUCCESS
2022-02-02,Food,5354,SUCCESS
2025-06-15,Other,22,SUCCESS
2024-06-09,Food,1691,SUCCESS
2026-02-04,Grocery,1999,SUCCESS
2022-10-17,Entertainment,1410,SUCCESS
2024-03-08,Food,2858,SUCCESS
2023-02-28,Other,1997,SUCCESS
2022-03-11,Food,1602,SUCCESS
2025-07-27,Food,2506,SUCCESS
2021-01-15,Fuel,1223,SUCCESS
2025-02-03,Food,2937,SUCCESS
2025-10-01,Transport,4135,SUCCESS
2022-08-19,Shopping,304,SUCCESS
2025-01-12,Utilities,728,SUCCESS
2022-05-31,Food,3159,SUCCESS
2025-04-16,Healthcare,1532,SUCCESS
2025-02-06,Entertainment,22,SUCCESS
2023-04-15,Healthcare,949,SUCCESS
2024-10-08,Food,400,SUCCESS
2025-09-30,Healthcare,282,SUCCESS
2021-04-15,Grocery,22,SUCCESS
2025-09-21,Food,1416,SUCCESS
2020-04-27,Fuel,3308,SUCCESS
2023-12-25,Grocery,2933,SUCCESS
2025-10-17,Transport,22,SUCCESS
2022-03-28,Education,2615,SUCCESS
2025-10-01,Healthcare,5004,SUCCESS
2025-05-23,Entertainment,3155,SUCCESS
2021-12-03,Grocery,2538,SUCCESS
2025-10-27,Other,2452,SUCCESS
2023-09-13,Healthcare,997,SUCCESS
2021-06-14,Food,2414,SUCCESS
2025-09-15,Other,912,SUCCESS
2023-02-03,Grocery,2405,SUCCESS
2022-08-04,Utilities,2302,SUCCESS
2023-02-15,Food,3581,SUCCESS
2024-11-17,Other,2068,SUCCESS
2026-05-25,Food,1894,SUCCESS
2024-04-28,Education,286,FAILED
2020-10-29,Food,1011,SUCCESS
2022-05-25,Other,1994,SUCCESS
2023-03-05,Grocery,2211,SUCCESS
2026-03-18,Shopping,404,FAILED
2025-02-06,Shopping,813,SUCCESS
2021-07-07,Grocery,1531,SUCCESS
2024-04-27,Utilities,22,SUCCESS
2023-08-01,Food,22,SUCCESS
2022-09-06,Shopping,304,SUCCESS
2018-05-20,Food,22,SUCCESS
2023-08-27,Food,3630,SUCCESS
2023-10-01,Shopping,1042,SUCCESS
2023-12-19,Food,2895,SUCCESS
2022-09-14,Other,1398,SUCCESS
2024-07-01,Utilities,2314,FAILED
2023-09-14,Shopping,22,SUCCESS
2021-11-26,Grocery,1412,SUCCESS
2025-02-17,Transport,22,SUCCESS
2026-01-30,Shopping,3329,SUCCESS
2024-05-20,Utilities,22,SUCCESS
2019-08-09,Entertainment,3504,SUCCESS
2021-02-25,Food,3809,FAILED
2023-01-03,Grocery,1400,SUCCESS
2025-11-30,Food,22,SUCCESS
2025-12-13,Other,552,SUCCESS
2021-01-07,Entertainment,22,SUCCESS
2019-01-09,Shopping,22,SUCCESS
2019-02-17,Grocery,1235,SUCCESS
2021-02-09,Food,2231,SUCCESS
2026-02-04,Shopping,3146,SUCCESS
2024-10-23,Shopping,2036,SUCCESS
2023-10-28,Grocery,1568,FAILED
2024-01-01,Food,22,SUCCESS
2023-02-03,Utilities,2375,SUCCESS
2022-08-27,Healthcare,454,SUCCESS
2025-08-22,Food,2587,SUCCESS
2023-04-28,Fuel,3561,SUCCESS
2022-04-06,Food,3357,SUCCESS
2024-10-14,Entertainment,4304,SUCCESS
2021-08-07,Healthcare,1007,SUCCESS
2022-12-27,Other,102,SUCCESS
2022-03-15,Shopping,22,SUCCESS
2021-12-01,Utilities,22,SUCCESS
2026-02-11,Utilities,1987,SUCCESS
2026-05-12,Grocery,2427,SUCCESS
2026-03-03,Utilities,1423,SUCCESS
2025-04-16,Other,1823,SUCCESS
2023-02-06,Other,22,SUCCESS
2024-04-27,Education,3159,SUCCESS
2026-03-23,Shopping,4564,SUCCESS
2022-08-09,Food,22,SUCCESS
2023-08-22,Shopping,1515,SUCCESS
2020-12-26,Food,22,SUCCESS
2024-09-17,Healthcare,22,SUCCESS
2026-03-31,Utilities,3365,SUCCESS
2021-06-18,Grocery,2199,SUCCESS
2025-12-29,Food,22,SUCCESS
2020-09-14,Other,1674,SUCCESS
2025-12-11,Fuel,22,SUCCESS
2020-01-05,Grocery,3469,SUCCESS
2024-11-03,Utilities,22,SUCCESS
2023-07-11,Grocery,22,SUCCESS
2023-10-08,Food,22,SUCCESS
2023-01-26,Other,1087,SUCCESS
2025-02-10,Transport,1607,SUCCESS
2025-07-11,Other,5108,SUCCESS
2022-03-04,Shopping,22,SUCCESS
2023-10-19,Food,1108,SUCCESS
2023-12-27,Food,809,SUCCESS
2026-02-13,Food,782,SUCCESS
2024-03-06,Food,22,SUCCESS
2021-06-12,Other,2217,SUCCESS
2023-06-05,Shopping,22,SUCCESS
2020-05-02,Food,2952,SUCCESS
2025-03-22,Other,1133,SUCCESS
2023-12-11,Fuel,3081,SUCCESS
2025-09-19,Shopping,147,SUCCESS
2023-11-11,Other,965,SUCCESS
2023-01-27,Fuel,1023,SUCCESS
2025-11-16,Other,22,SUCCESS
2019-12-10,Food,22,SUCCESS
2026-03-08,Fuel,2955,SUCCESS
2023-05-15,Grocery,22,SUCCESS
2024-04-02,Food,2178,FAILED
2022-02-24,Grocery,1613,SUCCESS
2024-10-07,Utilities,2068,SUCCESS
2020-10-23,Food,2392,SUCCESS
2025-07-31,Other,1839,SUCCESS
2024-09-27,Food,22,SUCCESS
2020-09-17,Food,22,SUCCESS
2024-11-25,Grocery,2467,SUCCESS
2026-01-03,Food,458,SUCCESS
2023-07-16,Other,6064,SUCCESS
2024-08-19,Food,45,SUCCESS
2025-02-13,Transport,1844,SUCCESS
2024-08-25,Shopping,1549,SUCCESS
2025-09-22,Food,2443,FAILED
2023-10-23,Food,22,SUCCESS
2021-04-18,Shopping,3036,SUCCESS
2024-04-19,Food,882,SUCCESS
2025-07-08,Utilities,3090,SUCCESS
2025-08-15,Transport,2387,SUCCESS
2025-07-12,Food,592,SUCCESS
2025-04-16,Shopping,5132,SUCCESS
2026-03-14,Fuel,1704,SUCCESS
2021-07-27,Grocery,2499,SUCCESS
2024-10-10,Shopping,22,SUCCESS
2024-07-03,Food,833,SUCCESS
2022-07-22,Fuel,2415,SUCCESS
2026-05-07,Grocery,1156,SUCCESS
2021-07-26,Education,999,SUCCESS
2019-10-04,Food,22,SUCCESS
2017-12-28,Grocery,22,SUCCESS
2023-01-04,Food,22,SUCCESS
2023-01-22,Food,2385,SUCCESS
2022-05-31,Education,450,SUCCESS
2019-05-11,Other,410,SUCCESS
2025-02-27,Shopping,1187,SUCCESS
2019-09-24,Food,22,SUCCESS
2025-08-30,Fuel,3571,SUCCESS
2023-03-29,Grocery,2758,SUCCESS
2022-07-05,Transport,1366,SUCCESS
2023-01-09,Grocery,3847,SUCCESS
2023-09-26,Other,4295,SUCCESS
2023-09-04,Utilities,2868,SUCCESS
2024-05-17,Education,2179,SUCCESS
2025-10-27,Fuel,257,SUCCESS
2023-09-15,Fuel,3162,SUCCESS
2024-08-09,Healthcare,3819,FAILED
2023-09-07,Food,57,SUCCESS
2021-07-23,Food,2280,SUCCESS
2025-11-16,Grocery,22,SUCCESS
2022-03-19,Food,2565,SUCCESS
2026-05-04,Entertainment,22,SUCCESS
2020-05-31,Food,839,SUCCESS
2023-09-19,Grocery,4568,SUCCESS
2023-05-15,Other,1981,SUCCESS
2020-02-01,Food,1580,SUCCESS
2024-08-29,Food,219,SUCCESS
2023-10-11,Shopping,1850,SUCCESS
2023-12-10,Utilities,1457,SUCCESS
2024-12-10,Grocery,22,SUCCESS
2022-12-24,Other,2396,SUCCESS
2020-04-12,Fuel,3784,SUCCESS
2022-01-24,Shopping,2192,SUCCESS
2026-03-18,Education,2536,SUCCESS
2021-06-06,Grocery,354,SUCCESS
2025-03-31,Entertainment,22,SUCCESS
2019-12-19,Other,4138,SUCCESS
2020-09-09,Food,3069,SUCCESS
2024-07-08,Entertainment,351,SUCCESS
2022-11-09,Healthcare,656,SUCCESS
2022-10-31,Fuel,22,SUCCESS
2021-08-31,Entertainment,2949,SUCCESS
2025-05-27,Other,2416,SUCCESS
2021-08-27,Grocery,2461,SUCCESS
2022-02-28,Entertainment,2229,SUCCESS
2023-08-29,Grocery,2690,SUCCESS
2018-05-02,Entertainment,1507,SUCCESS
2025-05-06,Other,1351,SUCCESS
2025-07-31,Shopping,22,SUCCESS
2025-02-21,Entertainment,2686,SUCCESS
2025-04-01,Entertainment,22,SUCCESS
2025-10-28,Utilities,2380,SUCCESS
2025-05-25,Transport,1817,SUCCESS
2019-03-16,Transport,2848,SUCCESS
2020-04-26,Other,2475,SUCCESS
2020-01-06,Entertainment,2325,SUCCESS
2026-01-11,Other,22,SUCCESS
2025-07-24,Food,1448,SUCCESS
2023-01-06,Food,4464,SUCCESS
2021-05-13,Other,22,SUCCESS
2025-12-14,Entertainment,1953,SUCCESS
2025-05-29,Fuel,541,SUCCESS
2022-05-02,Utilities,224,SUCCESS
2021-09-10,Utilities,367,SUCCESS
2025-06-05,Food,1665,SUCCESS
2025-10-12,Grocery,22,SUCCESS
2025-03-11,Entertainment,3519,SUCCESS
2026-03-06,Entertainment,4956,SUCCESS
2025-09-13,Utilities,1030,SUCCESS
2025-10-24,Other,818,SUCCESS
2025-01-23,Transport,3509,SUCCESS
2022-03-14,Fuel,1581,SUCCESS
2023-03-06,Utilities,2757,SUCCESS
2021-03-30,Food,336,SUCCESS
2022-09-05,Other,22,SUCCESS
2026-05-21,Fuel,1186,SUCCESS
2023-01-30,Transport,22,SUCCESS
2024-07-12,Grocery,1647,SUCCESS
2023-06-06,Fuel,22,SUCCESS
2018-04-27,Other,3948,SUCCESS
2026-04-29,Grocery,1641,SUCCESS
2020-12-07,Fuel,631,FAILED
2022-04-25,Utilities,22,SUCCESS
2026-01-25,Entertainment,22,SUCCESS
2024-03-05,Grocery,22,SUCCESS
2025-05-05,Grocery,1884,SUCCESS
2024-02-08,Fuel,48,FAILED
2025-01-02,Grocery,2476,SUCCESS
2025-04-17,Entertainment,22,SUCCESS
2019-02-19,Other,862,SUCCESS
2025-02-05,Healthcare,3000,SUCCESS
2025-01-14,Grocery,731,SUCCESS
2024-04-04,Utilities,2988,SUCCESS
2021-11-28,Education,4591,SUCCESS
2025-06-02,Food,1994,SUCCESS
2023-09-06,Food,1587,SUCCESS
2025-12-15,Healthcare,117,SUCCESS
2025-10-25,Entertainment,2692,SUCCESS
2021-11-25,Grocery,22,SUCCESS
2025-12-18,Food,4544,SUCCESS
2026-03-09,Shopping,22,SUCCESS
2022-12-02,Food,2585,SUCCESS
2024-10-18,Food,4633,SUCCESS
2024-07-16,Food,793,FAILED
2022-06-26,Food,1824,FAILED
2017-02-05,Food,22,SUCCESS
2024-07-23,Grocery,5812,SUCCESS
2023-09-20,Food,2129,SUCCESS
2020-04-29,Food,4203,SUCCESS
2025-08-21,Entertainment,22,SUCCESS
2021-07-15,Healthcare,2007,SUCCESS
2020-09-28,Grocery,3051,SUCCESS
2026-03-17,Utilities,2847,SUCCESS
2024-09-08,Other,2878,SUCCESS
2025-07-03,Fuel,255,SUCCESS
2020-09-20,Fuel,4137,SUCCESS
2025-12-17,Grocery,4492,SUCCESS
2025-07-18,Food,1741,SUCCESS
2023-10-21,Grocery,3107,SUCCESS
2024-10-24,Grocery,2532,SUCCESS
2024-08-28,Education,22,SUCCESS
2020-03-07,Education,3479,SUCCESS
2022-03-29,Fuel,22,SUCCESS
2024-04-13,Shopping,22,SUCCESS
2025-08-18,Food,2754,SUCCESS
2021-07-09,Food,22,FAILED
2022-06-22,Grocery,3302,SUCCESS
2024-01-28,Utilities,6641,SUCCESS
2022-07-17,Other,3985,SUCCESS
2025-11-15,Other,5327,FAILED
2024-06-03,Grocery,130,SUCCESS
2019-04-03,Entertainment,1456,SUCCESS
2024-08-09,Utilities,1692,SUCCESS
2024-05-01,Entertainment,3022,SUCCESS
2021-12-25,Other,2042,SUCCESS
2024-02-22,Entertainment,22,SUCCESS
2017-04-17,Entertainment,779,SUCCESS
2025-02-08,Shopping,22,FAILED
2025-01-23,Shopping,22,SUCCESS
2025-07-08,Grocery,2596,SUCCESS
2019-11-28,Utilities,1014,SUCCESS
2023-11-04,Utilities,22,SUCCESS
2024-01-03,Transport,2249,SUCCESS
2023-10-07,Grocery,1591,SUCCESS
2023-05-04,Food,4229,SUCCESS
2025-10-04,Food,5642,SUCCESS
2024-09-01,Entertainment,2039,SUCCESS
2021-08-28,Grocery,412,SUCCESS
2019-08-22,Utilities,2368,SUCCESS
2021-03-30,Food,2448,SUCCESS
2024-05-13,Healthcare,22,SUCCESS
2022-07-29,Shopping,150,SUCCESS
2025-12-03,Food,863,SUCCESS
2025-09-08,Grocery,917,SUCCESS
2018-01-25,Fuel,38,SUCCESS
2022-10-17,Other,647,SUCCESS
2025-03-02,Food,1517,SUCCESS
2021-09-23,Utilities,1574,SUCCESS
2024-12-05,Shopping,22,SUCCESS
2026-05-20,Utilities,22,SUCCESS
2025-09-28,Food,3000,SUCCESS
2021-03-27,Food,1408,SUCCESS
2019-06-24,Food,1843,SUCCESS
2025-10-14,Other,22,SUCCESS
2024-06-16,Food,3317,SUCCESS
2023-10-25,Shopping,22,SUCCESS
2021-12-02,Entertainment,22,SUCCESS
2022-06-03,Food,1684,SUCCESS
2023-02-26,Food,546,SUCCESS
2025-07-18,Other,2922,SUCCESS
2025-12-15,Shopping,1260,SUCCESS
2025-02-01,Food,2339,SUCCESS
2016-07-25,Shopping,22,SUCCESS
2023-06-21,Other,1794,FAILED
2022-06-17,Grocery,1317,SUCCESS
2020-06-09,Other,655,FAILED
2019-02-08,Shopping,22,SUCCESS
2021-07-07,Utilities,529,SUCCESS
2025-09-16,Food,4585,SUCCESS
2026-03-05,Food,22,SUCCESS
2020-05-07,Utilities,22,SUCCESS
2020-04-12,Shopping,3192,SUCCESS
2019-08-11,Shopping,3588,SUCCESS
2025-10-01,Grocery,2816,SUCCESS
2023-03-12,Healthcare,1934,SUCCESS
2024-10-13,Shopping,1941,SUCCESS
2021-05-03,Utilities,491,SUCCESS
2023-10-18,Utilities,3751,SUCCESS
2021-02-09,Food,1778,SUCCESS
2022-08-18,Healthcare,22,SUCCESS
2024-06-16,Grocery,22,SUCCESS
2021-04-20,Other,22,SUCCESS
2025-07-02,Entertainment,22,SUCCESS
2022-02-12,Grocery,1333,SUCCESS
2023-09-01,Entertainment,2603,SUCCESS
2022-12-31,Entertainment,22,SUCCESS
2026-02-11,Grocery,22,SUCCESS
2026-02-17,Transport,585,FAILED
2025-03-07,Shopping,4860,FAILED
2024-08-19,Food,2959,SUCCESS
2024-03-25,Food,3760,SUCCESS
2025-03-03,Other,22,SUCCESS
2022-02-03,Other,22,SUCCESS
2025-12-27,Healthcare,1516,SUCCESS
2026-02-20,Healthcare,1975,SUCCESS
2024-04-25,Food,2910,SUCCESS
2021-04-09,Food,2494,SUCCESS
2024-10-13,Fuel,254,SUCCESS
2021-03-02,Entertainment,3588,FAILED
2021-08-19,Shopping,596,SUCCESS
2019-11-28,Food,2811,SUCCESS
2024-11-24,Utilities,8628,SUCCESS
2022-08-30,Grocery,862,SUCCESS
2025-10-12,Food,1991,SUCCESS
2023-03-01,Grocery,2782,SUCCESS
2021-11-25,Food,244,SUCCESS
2024-07-06,Grocery,3786,SUCCESS
2024-12-27,Healthcare,291,SUCCESS
2021-10-08,Utilities,22,SUCCESS
2024-12-12,Utilities,1603,SUCCESS
2019-10-18,Food,970,SUCCESS
2020-12-16,Food,1664,SUCCESS
2025-10-20,Other,1375,FAILED
2025-04-01,Grocery,1768,SUCCESS
2025-02-23,Grocery,3258,SUCCESS
2021-07-22,Utilities,22,SUCCESS
2017-10-24,Fuel,2066,SUCCESS
2023-09-14,Transport,2975,SUCCESS
2021-01-13,Grocery,1011,SUCCESS
2023-04-08,Grocery,321,SUCCESS
2022-02-27,Food,5188,SUCCESS
2018-01-03,Utilities,711,SUCCESS
2025-04-12,Other,22,SUCCESS
2024-06-30,Entertainment,22,SUCCESS
2023-09-20,Transport,1227,SUCCESS
2025-04-07,Shopping,1639,SUCCESS
2023-01-25,Education,178,SUCCESS
2026-03-05,Education,2112,SUCCESS
2022-05-12,Food,3600,SUCCESS
2021-11-20,Entertainment,1136,SUCCESS
2022-03-01,Other,22,SUCCESS
2019-08-10,Entertainment,2320,SUCCESS
2024-04-13,Grocery,2486,SUCCESS
2019-06-26,Utilities,1791,SUCCESS
2025-12-20,Utilities,2730,SUCCESS
2024-02-19,Fuel,22,SUCCESS
2023-09-08,Entertainment,22,SUCCESS
2025-04-28,Food,2549,SUCCESS
2018-08-06,Fuel,371,SUCCESS
2025-02-17,Grocery,2886,SUCCESS
2022-03-05,Education,4682,SUCCESS
2025-09-14,Fuel,1051,SUCCESS
2023-09-23,Other,5447,FAILED
2024-04-07,Transport,608,SUCCESS
2020-08-25,Utilities,2768,SUCCESS
2022-06-12,Utilities,1763,SUCCESS
2024-03-11,Grocery,3759,SUCCESS
2019-12-02,Utilities,971,SUCCESS
2019-09-24,Other,2773,SUCCESS
2022-04-10,Food,1621,SUCCESS
2023-08-19,Entertainment,2271,SUCCESS
2023-03-12,Fuel,5105,SUCCESS
2024-07-24,Healthcare,3310,SUCCESS
2022-04-15,Other,22,SUCCESS
2021-04-02,Education,803,SUCCESS
2022-04-20,Food,2225,SUCCESS
2024-05-17,Food,606,SUCCESS
2023-10-12,Healthcare,1599,SUCCESS
2025-06-10,Fuel,1451,SUCCESS
2023-10-17,Food,2991,FAILED
2022-08-21,Shopping,1318,SUCCESS
2026-03-26,Shopping,692,SUCCESS
2024-03-04,Shopping,22,SUCCESS
2026-01-10,Entertainment,3970,SUCCESS
2025-09-01,Shopping,1602,SUCCESS
2024-07-04,Other,2002,SUCCESS
2024-07-24,Entertainment,146,SUCCESS
2024-09-28,Utilities,3606,FAILED
2024-12-03,Healthcare,1837,SUCCESS
2021-10-06,Grocery,4145,SUCCESS
2023-10-19,Food,2606,SUCCESS
2025-05-12,Utilities,3456,SUCCESS
2026-04-09,Fuel,3042,SUCCESS
2020-05-05,Entertainment,420,SUCCESS
2023-09-28,Other,2344,SUCCESS
2023-10-24,Grocery,3374,SUCCESS
2024-11-11,Food,1846,SUCCESS
2021-08-12,Grocery,1601,SUCCESS
2021-11-02,Grocery,735,SUCCESS
2024-01-22,Education,112,SUCCESS
2021-05-25,Food,3216,SUCCESS
2025-05-16,Utilities,2100,SUCCESS
2022-06-29,Grocery,5235,SUCCESS
2023-12-12,Utilities,2214,SUCCESS
2024-04-18,Food,22,SUCCESS
2018-08-30,Entertainment,1470,SUCCESS
2019-09-17,Grocery,1314,SUCCESS
2025-06-27,Grocery,1311,SUCCESS
2022-06-14,Food,3201,SUCCESS
2026-05-05,Food,1065,SUCCESS
2022-08-18,Other,2370,SUCCESS
2024-10-24,Grocery,45,SUCCESS
2020-02-25,Food,146,SUCCESS
2023-03-25,Food,296,SUCCESS
2025-09-26,Shopping,22,SUCCESS
2024-04-22,Utilities,2822,SUCCESS
2024-09-30,Food,2753,SUCCESS
2025-08-26,Shopping,408,SUCCESS
2018-07-11,Food,22,SUCCESS
2021-02-28,Grocery,22,SUCCESS
2021-09-16,Grocery,2414,SUCCESS
2025-12-02,Utilities,2896,SUCCESS
2023-06-06,Entertainment,1834,SUCCESS
2026-01-09,Food,22,SUCCESS
2025-01-16,Entertainment,218,SUCCESS
2021-10-11,Fuel,2096,SUCCESS
2023-01-15,Fuel,4391,SUCCESS
2023-04-12,Utilities,935,SUCCESS
2021-01-26,Food,22,SUCCESS
2024-09-27,Transport,22,SUCCESS
2019-04-24,Fuel,1038,SUCCESS
2025-10-31,Utilities,709,SUCCESS
2024-04-19,Grocery,22,SUCCESS
2024-04-13,Grocery,1927,FAILED
2025-04-12,Entertainment,2437,SUCCESS
2025-01-14,Grocery,358,SUCCESS
2025-09-18,Food,22,SUCCESS
2025-03-03,Fuel,2205,SUCCESS
2025-02-03,Transport,22,SUCCESS
2025-08-13,Grocery,3201,SUCCESS
2024-05-16,Food,1166,SUCCESS
2023-08-31,Other,22,SUCCESS
2020-08-15,Shopping,22,SUCCESS
2023-01-07,Entertainment,820,SUCCESS
2026-01-18,Shopping,2377,SUCCESS
2025-07-18,Entertainment,22,SUCCESS
2024-08-04,Food,22,SUCCESS
2020-11-06,Utilities,22,SUCCESS
2024-09-08,Other,1365,SUCCESS
2020-03-16,Transport,2025,SUCCESS
2024-12-15,Food,2665,SUCCESS
2026-05-25,Utilities,984,SUCCESS
2024-02-06,Utilities,22,FAILED
2023-06-23,Food,2048,SUCCESS
2025-08-19,Utilities,22,SUCCESS
2020-07-26,Utilities,22,SUCCESS
2026-04-05,Fuel,149,SUCCESS
2021-05-21,Healthcare,43,SUCCESS
2022-09-28,Grocery,2112,FAILED
2025-04-23,Other,22,SUCCESS
2025-01-27,Other,22,SUCCESS
2024-08-24,Entertainment,2683,SUCCESS
2024-12-05,Education,1872,SUCCESS
2023-09-15,Shopping,22,SUCCESS
2025-07-29,Grocery,3308,SUCCESS
2021-01-20,Other,3912,SUCCESS
2021-05-18,Fuel,2463,SUCCESS
2025-04-29,Other,4523,SUCCESS
2024-09-25,Food,1547,SUCCESS
2018-12-13,Entertainment,2147,SUCCESS
2025-02-06,Shopping,5215,FAILED
2021-09-28,Entertainment,22,SUCCESS
2026-05-10,Entertainment,1337,SUCCESS
2021-01-15,Other,1738,SUCCESS
2023-03-22,Other,424,SUCCESS
2023-10-24,Utilities,22,SUCCESS
2022-12-23,Entertainment,22,SUCCESS
2025-06-17,Food,299,SUCCESS
2023-04-09,Grocery,3187,SUCCESS
2026-03-20,Grocery,3424,SUCCESS
2024-10-24,Healthcare,1188,SUCCESS
2026-02-11,Utilities,22,SUCCESS
2024-06-20,Fuel,3798,SUCCESS
2022-12-18,Utilities,566,SUCCESS
2018-10-29,Entertainment,745,SUCCESS
2025-10-31,Education,209,SUCCESS
2024-02-29,Food,1077,SUCCESS
2023-12-06,Utilities,1436,SUCCESS
2025-11-12,Shopping,942,SUCCESS
2024-08-06,Food,2447,SUCCESS
2023-10-20,Food,262,SUCCESS
2023-09-10,Shopping,22,SUCCESS
2024-07-15,Fuel,3204,SUCCESS
2019-11-11,Fuel,22,SUCCESS
2021-06-21,Food,1764,SUCCESS
2021-10-09,Shopping,22,SUCCESS
2024-04-16,Other,22,SUCCESS
2024-05-20,Utilities,2139,SUCCESS
2021-02-21,Food,1544,SUCCESS
2018-09-17,Education,5404,SUCCESS
2023-01-16,Grocery,22,SUCCESS
2022-02-17,Other,22,SUCCESS
2024-01-12,Grocery,1782,SUCCESS
2020-08-06,Fuel,3585,SUCCESS
2026-05-25,Entertainment,2483,FAILED
2024-07-12,Other,22,SUCCESS
2020-07-18,Healthcare,1400,SUCCESS
2023-11-08,Other,4215,SUCCESS
2019-06-17,Fuel,22,SUCCESS
2024-07-08,Healthcare,22,SUCCESS
2023-09-09,Food,1323,SUCCESS
2019-08-31,Fuel,1941,SUCCESS
2024-12-11,Utilities,449,SUCCESS
2025-01-27,Entertainment,2507,SUCCESS
2022-07-19,Fuel,694,SUCCESS
2025-08-16,Food,1311,SUCCESS
2026-04-22,Fuel,22,SUCCESS
2024-12-16,Entertainment,22,SUCCESS
2022-12-14,Other,2337,SUCCESS
2024-01-17,Food,22,SUCCESS
2025-02-25,Shopping,22,SUCCESS
2024-07-14,Healthcare,4192,SUCCESS
2026-05-14,Healthcare,1940,SUCCESS
2023-01-31,Shopping,612,SUCCESS
2025-11-30,Shopping,2432,SUCCESS
2021-04-23,Grocery,2741,SUCCESS
2021-06-16,Grocery,2824,SUCCESS
2025-11-18,Entertainment,312,SUCCESS
2025-02-19,Grocery,821,FAILED
2025-04-03,Entertainment,6890,SUCCESS
2024-11-10,Food,74,SUCCESS
2023-09-10,Grocery,2857,SUCCESS
2020-06-29,Utilities,22,SUCCESS
2020-06-04,Fuel,717,SUCCESS
2025-01-16,Shopping,1457,SUCCESS
2025-12-19,Fuel,5110,SUCCESS
2022-08-08,Education,22,SUCCESS
2024-05-09,Food,1320,SUCCESS
2026-03-16,Entertainment,233,SUCCESS
2024-11-24,Grocery,2391,SUCCESS
2022-07-22,Food,22,SUCCESS
2023-11-29,Shopping,22,SUCCESS
2026-04-04,Utilities,298,SUCCESS
2022-10-06,Food,2914,SUCCESS
2024-06-01,Food,22,SUCCESS
2022-05-19,Utilities,128,SUCCESS
2017-07-19,Fuel,3377,SUCCESS
2024-04-10,Other,22,SUCCESS
2025-12-20,Other,435,SUCCESS
2024-07-15,Food,143,SUCCESS
2024-11-10,Other,3951,SUCCESS
2026-04-27,Grocery,22,SUCCESS
2026-01-09,Other,116,SUCCESS
2024-07-01,Food,22,SUCCESS
2024-03-28,Grocery,1607,SUCCESS
2025-07-22,Food,3689,SUCCESS
2026-02-04,Healthcare,1656,SUCCESS
2024-01-18,Utilities,22,SUCCESS
2024-02-25,Grocery,2241,SUCCESS
2025-12-12,Grocery,1267,SUCCESS
2023-09-05,Grocery,4298,SUCCESS
2021-04-22,Grocery,584,SUCCESS
2021-05-06,Entertainment,22,SUCCESS
2026-01-09,Entertainment,3722,SUCCESS
2018-11-25,Food,22,SUCCESS
2026-01-10,Food,425,SUCCESS
2023-12-16,Food,805,SUCCESS
2019-12-26,Shopping,22,SUCCESS
2023-01-14,Entertainment,22,SUCCESS
2023-05-20,Entertainment,5036,SUCCESS
2025-10-31,Food,2365,SUCCESS
2025-05-12,Entertainment,3240,SUCCESS
2022-10-07,Education,22,SUCCESS
2021-09-04,Entertainment,3346,SUCCESS
2023-04-04,Food,495,SUCCESS
2026-05-23,Shopping,22,SUCCESS
2024-11-11,Shopping,725,SUCCESS
2024-12-06,Food,6162,SUCCESS
2022-03-29,Food,22,SUCCESS
2022-01-31,Fuel,3041,SUCCESS
2017-09-27,Entertainment,3053,SUCCESS
2024-06-05,Food,2534,SUCCESS
2021-04-09,Utilities,22,SUCCESS
2019-11-20,Food,2524,SUCCESS
2026-04-22,Utilities,22,SUCCESS
2021-11-12,Utilities,22,SUCCESS
2026-05-31,Food,22,SUCCESS
2025-02-14,Fuel,4950,SUCCESS
2024-12-04,Utilities,1256,SUCCESS
2025-07-18,Entertainment,264,SUCCESS
2023-03-21,Shopping,22,SUCCESS
2024-11-07,Food,1246,SUCCESS
2021-08-13,Fuel,874,SUCCESS
2020-01-20,Fuel,916,SUCCESS
2019-02-14,Utilities,22,SUCCESS
2023-06-05,Entertainment,3138,SUCCESS
2022-10-01,Utilities,1377,SUCCESS
2024-10-16,Food,2911,SUCCESS
2022-02-11,Entertainment,22,SUCCESS
2023-08-25,Entertainment,254,SUCCESS
2025-05-27,Food,2057,SUCCESS
2025-08-06,Entertainment,22,FAILED
2025-10-02,Utilities,22,SUCCESS
2023-11-06,Other,1292,SUCCESS
2018-07-25,Food,5223,SUCCESS
2025-09-16,Transport,780,SUCCESS
2025-08-21,Food,22,SUCCESS
2025-11-26,Food,1687,SUCCESS
2024-08-30,Food,22,SUCCESS
2022-09-29,Other,2481,SUCCESS
2026-03-22,Grocery,1850,SUCCESS
2020-08-25,Food,1863,SUCCESS
2021-11-24,Grocery,628,SUCCESS
2021-01-02,Other,196,SUCCESS
2022-10-26,Food,22,SUCCESS
2019-03-26,Education,22,SUCCESS
2025-02-21,Food,2087,SUCCESS
2023-11-04,Food,1228,SUCCESS
2022-12-11,Utilities,22,SUCCESS
2022-09-20,Food,22,SUCCESS
2017-11-26,Transport,56,SUCCESS
2022-07-15,Other,22,SUCCESS
2022-02-24,Food,22,SUCCESS
2022-05-13,Healthcare,1276,FAILED
2023-11-19,Food,22,SUCCESS
2024-09-12,Fuel,2808,SUCCESS
2026-01-21,Grocery,22,SUCCESS
2023-06-05,Entertainment,22,SUCCESS
2024-03-14,Entertainment,2497,SUCCESS
